Age,workclass,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,class
*,Private,*,10,*,Craft-repair,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,Private,*,12,*,Sales,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,13,*,Sales,Husband,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Self-emp-not-inc,*,9,*,Craft-repair,Husband,White,Male,0,0,*,United-States,<=50K
*,Private,*,11,*,Adm-clerical,Wife,White,Female,0,0,*,United-States,<=50K
*,Private,*,10,*,Sales,Own-child,White,Male,0,0,*,United-States,<=50K
*,Private,*,10,*,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,*,United-States,>50K
*,Self-emp-inc,*,9,*,Craft-repair,Husband,White,Male,0,0,*,United-States,<=50K
*,Private,*,10,*,Sales,Own-child,White,Female,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Private,*,10,*,Tech-support,Other-relative,White,Male,0,0,*,United-States,<=50K
*,Private,*,9,*,Transport-moving,Unmarried,Black,Female,0,0,*,United-States,<=50K
*,Private,*,10,*,Other-service,Husband,White,Male,0,0,*,United-States,<=50K
*,Private,*,9,*,Other-service,Unmarried,White,Female,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Local-gov,*,10,*,Adm-clerical,Unmarried,White,Female,0,0,*,Mexico,<=50K
*,Private,*,9,*,Adm-clerical,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,9,*,Craft-repair,Own-child,White,Male,0,0,*,United-States,<=50K
*,Private,*,9,*,Craft-repair,Husband,White,Male,0,0,*,United-States,<=50K
*,Private,*,13,*,Handlers-cleaners,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,9,*,Craft-repair,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,9,*,Other-service,Unmarried,White,Female,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Self-emp-not-inc,*,14,*,Sales,Husband,White,Male,0,0,*,United-States,>50K
*,Private,*,10,*,Other-service,Unmarried,White,Female,0,0,*,Mexico,<=50K
*,Federal-gov,*,12,*,Exec-managerial,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,7,*,Handlers-cleaners,Own-child,White,Male,0,0,*,United-States,<=50K
*,Local-gov,*,11,*,Prof-specialty,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,Private,*,9,*,Other-service,Not-in-family,White,Male,0,1980,*,United-States,<=50K
*,State-gov,*,9,*,Protective-serv,Husband,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Private,*,13,*,Craft-repair,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,State-gov,*,13,*,Prof-specialty,Husband,White,Male,0,0,*,United-States,>50K
*,Private,*,9,*,Sales,Unmarried,White,Female,0,0,*,United-States,<=50K
*,Private,*,9,*,Craft-repair,Own-child,Black,Male,0,0,*,United-States,<=50K
*,Private,*,9,*,Handlers-cleaners,Not-in-family,Black,Male,0,0,*,United-States,<=50K
*,Private,*,9,*,Other-service,Own-child,White,Male,0,0,*,United-States,<=50K
*,Private,*,13,*,Prof-specialty,Husband,White,Male,0,0,*,United-States,<=50K
*,Local-gov,*,10,*,Exec-managerial,Husband,Black,Male,0,0,*,United-States,>50K
*,Private,*,10,*,Adm-clerical,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,Private,*,10,*,Craft-repair,Not-in-family,Black,Male,0,0,*,United-States,<=50K
*,Private,*,4,*,Machine-op-inspct,Husband,White,Male,0,0,*,Mexico,>50K
*,Federal-gov,*,10,*,Adm-clerical,Husband,White,Male,0,0,*,United-States,>50K
*,Private,*,9,*,Adm-clerical,Husband,Black,Male,0,0,*,United-States,<=50K
*,Self-emp-not-inc,*,13,*,Exec-managerial,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,Private,*,14,*,Prof-specialty,Wife,White,Female,0,0,*,United-States,<=50K
*,State-gov,*,16,*,Prof-specialty,Husband,White,Male,0,0,*,United-States,>50K
*,Private,*,10,*,Machine-op-inspct,Not-in-family,Black,Female,0,0,*,United-States,<=50K
*,Private,*,10,*,Machine-op-inspct,Husband,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,10,*,Tech-support,Husband,White,Male,0,0,*,United-States,<=50K
*,Federal-gov,*,13,*,Tech-support,Husband,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,10,*,Craft-repair,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,Federal-gov,*,14,*,Exec-managerial,Not-in-family,White,Female,14084,0,*,United-States,>50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Self-emp-not-inc,*,9,*,Sales,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,Private,*,14,*,Prof-specialty,Not-in-family,White,Female,0,1876,*,United-States,<=50K
*,Private,*,13,*,Exec-managerial,Husband,White,Male,0,0,*,United-States,>50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,State-gov,*,9,*,Adm-clerical,Unmarried,White,Female,0,0,*,United-States,<=50K
*,Private,*,7,*,Sales,Own-child,White,Female,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Private,*,9,*,Craft-repair,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Private,*,7,*,Sales,Own-child,White,Female,0,0,*,United-States,<=50K
*,Local-gov,*,9,*,Transport-moving,Husband,Black,Male,0,0,*,United-States,<=50K
*,Private,*,9,*,Craft-repair,Husband,White,Male,0,0,*,United-States,>50K
*,Private,*,10,*,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,*,United-States,<=50K
*,Private,*,9,*,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Private,*,13,*,Exec-managerial,Not-in-family,Black,Male,0,0,*,United-States,>50K
*,Private,*,12,*,Sales,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,13,*,Prof-specialty,Husband,White,Male,0,0,*,United-States,<=50K
*,Private,*,6,*,Craft-repair,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,Private,*,10,*,Handlers-cleaners,Husband,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,9,*,Adm-clerical,Husband,Black,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,9,*,Sales,Own-child,White,Female,0,0,*,United-States,<=50K
*,Self-emp-not-inc,*,9,*,Farming-fishing,Husband,White,Male,1409,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,9,*,Adm-clerical,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,9,*,Sales,Unmarried,Black,Female,0,0,*,United-States,<=50K
*,Private,*,10,*,Adm-clerical,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,15,*,Prof-specialty,Not-in-family,White,Male,0,0,*,United-States,>50K
*,State-gov,*,9,*,Other-service,Husband,White,Male,0,0,*,United-States,<=50K
*,State-gov,*,10,*,Adm-clerical,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Local-gov,*,14,*,Exec-managerial,Husband,White,Male,0,0,*,United-States,>50K
*,Private,*,9,*,Transport-moving,Own-child,White,Male,0,0,*,United-States,<=50K
*,Private,*,13,*,Prof-specialty,Husband,White,Male,0,0,*,United-States,>50K
*,Self-emp-not-inc,*,9,*,Other-service,Wife,White,Female,0,0,*,United-States,<=50K
*,State-gov,*,12,*,Protective-serv,Husband,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,9,*,Adm-clerical,Husband,White,Male,0,0,*,United-States,>50K
*,Private,*,9,*,Other-service,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Private,*,15,*,Prof-specialty,Wife,White,Female,0,0,*,United-States,>50K
*,Private,*,13,*,Adm-clerical,Wife,Black,Female,0,0,*,United-States,<=50K
*,Local-gov,*,6,*,Other-service,Unmarried,Black,Female,0,0,*,United-States,<=50K
*,Local-gov,*,10,*,Adm-clerical,Own-child,White,Male,0,0,*,United-States,<=50K
*,Private,*,10,*,Transport-moving,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Private,*,9,*,Other-service,Own-child,White,Female,0,0,*,United-States,<=50K
*,Private,*,9,*,Other-service,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,Private,*,11,*,Exec-managerial,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,Private,*,4,*,Craft-repair,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,Private,*,13,*,Prof-specialty,Own-child,White,Female,0,0,*,United-States,<=50K
*,Private,*,9,*,Sales,Husband,White,Male,0,0,*,United-States,<=50K
*,Private,*,7,*,Other-service,Own-child,White,Male,0,0,*,United-States,<=50K
*,Private,*,10,*,Sales,Husband,White,Male,4064,0,*,United-States,<=50K
*,Private,*,7,*,Craft-repair,Husband,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Private,*,9,*,Exec-managerial,Husband,White,Male,0,0,*,United-States,>50K
*,Private,*,13,*,Prof-specialty,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,Private,*,9,*,Craft-repair,Wife,White,Female,0,0,*,United-States,>50K
*,Private,*,9,*,Exec-managerial,Husband,White,Male,0,0,*,United-States,>50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Local-gov,*,14,*,Prof-specialty,Own-child,White,Male,0,0,*,United-States,<=50K
*,Private,*,9,*,Prof-specialty,Own-child,White,Female,0,0,*,United-States,<=50K
*,Private,*,9,*,Handlers-cleaners,Husband,Black,Male,0,0,*,United-States,<=50K
*,Private,*,10,*,Craft-repair,Husband,White,Male,7298,0,*,United-States,>50K
*,Private,*,10,*,Exec-managerial,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,Private,*,10,*,Tech-support,Own-child,White,Female,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Private,*,13,*,Prof-specialty,Not-in-family,White,Female,0,0,*,Germany,<=50K
*,Local-gov,*,10,*,Craft-repair,Husband,White,Male,5178,0,*,United-States,>50K
*,Private,*,12,*,Sales,Unmarried,Black,Female,0,0,*,United-States,<=50K
*,Private,*,13,*,Prof-specialty,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,Private,*,9,*,Handlers-cleaners,Own-child,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Private,*,15,*,Prof-specialty,Husband,White,Male,0,0,*,United-States,>50K
*,Private,*,10,*,Other-service,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,Private,*,13,*,Exec-managerial,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,13,*,Prof-specialty,Husband,White,Male,0,0,*,United-States,<=50K
*,Private,*,9,*,Prof-specialty,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,Local-gov,*,13,*,Protective-serv,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,Private,*,10,*,Sales,Own-child,White,Male,0,0,*,United-States,<=50K
*,Private,*,13,*,Tech-support,Unmarried,Black,Female,0,0,*,United-States,<=50K
*,Private,*,9,*,Transport-moving,Husband,White,Male,0,0,*,United-States,<=50K
*,Self-emp-inc,*,13,*,Sales,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,Private,*,9,*,Craft-repair,Own-child,White,Male,0,0,*,United-States,<=50K
*,Private,*,9,*,Sales,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Private,*,10,*,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,*,United-States,<=50K
*,Private,*,9,*,Transport-moving,Husband,White,Male,0,0,*,United-States,>50K
*,Private,*,9,*,Sales,Husband,White,Male,4386,0,*,United-States,>50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,9,*,Adm-clerical,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,Private,*,12,*,Tech-support,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,Private,*,12,*,Prof-specialty,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,Private,*,12,*,Adm-clerical,Husband,White,Male,0,0,*,United-States,>50K
*,Self-emp-inc,*,10,*,Farming-fishing,Husband,White,Male,0,0,*,United-States,>50K
*,Private,*,13,*,Sales,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Private,*,10,*,Sales,Own-child,White,Male,0,0,*,United-States,<=50K
*,Private,*,10,*,Machine-op-inspct,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,Self-emp-not-inc,*,10,*,Sales,Husband,White,Male,0,0,*,United-States,<=50K
*,Private,*,3,*,Machine-op-inspct,Other-relative,White,Female,0,0,*,Mexico,<=50K
*,Private,*,10,*,Tech-support,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,Private,*,9,*,Other-service,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,Self-emp-not-inc,*,9,*,Exec-managerial,Husband,White,Male,0,0,*,United-States,<=50K
*,Private,*,10,*,Craft-repair,Husband,White,Male,0,1485,*,United-States,<=50K
*,Private,*,9,*,Transport-moving,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,Private,*,7,*,Exec-managerial,Not-in-family,White,Female,0,0,*,United-States,<=50K
*,Self-emp-not-inc,*,14,*,Craft-repair,Husband,White,Male,0,0,*,United-States,<=50K
*,Self-emp-not-inc,*,9,*,Farming-fishing,Husband,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Self-emp-not-inc,*,9,*,Handlers-cleaners,Husband,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,10,*,Craft-repair,Not-in-family,Black,Male,0,0,*,United-States,<=50K
*,Private,*,13,*,Adm-clerical,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,Private,*,11,*,Other-service,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,Local-gov,*,6,*,Adm-clerical,Husband,White,Male,0,0,*,United-States,<=50K
*,Private,*,9,*,Transport-moving,Husband,White,Male,0,0,*,United-States,<=50K
*,Private,*,3,*,Other-service,Other-relative,White,Male,0,0,*,Mexico,<=50K
*,Private,*,9,*,Craft-repair,Other-relative,White,Male,0,0,*,United-States,<=50K
*,Private,*,14,*,Prof-specialty,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,9,*,Other-service,Husband,Black,Male,0,0,*,United-States,<=50K
*,Private,*,12,*,Sales,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,Private,*,11,*,Craft-repair,Husband,White,Male,7298,0,*,United-States,>50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Private,*,9,*,Farming-fishing,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Self-emp-not-inc,*,13,*,Sales,Not-in-family,White,Male,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,13,*,Prof-specialty,Own-child,White,Male,0,0,*,United-States,<=50K
*,Private,*,13,*,Exec-managerial,Husband,White,Male,0,0,*,United-States,>50K
*,Private,*,9,*,Other-service,Husband,White,Male,0,0,*,United-States,<=50K
*,Private,*,13,*,Exec-managerial,Husband,White,Male,0,0,*,United-States,>50K
*,Local-gov,*,7,*,Transport-moving,Husband,White,Male,0,0,*,United-States,<=50K
*,Federal-gov,*,9,*,Adm-clerical,Husband,White,Male,0,0,*,United-States,>50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,11,*,Tech-support,Husband,White,Male,0,0,*,United-States,>50K
*,Private,*,9,*,Adm-clerical,Wife,White,Female,0,0,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,6,*,Other-service,Wife,White,Female,0,0,*,United-States,<=50K
*,Private,*,14,*,Prof-specialty,Husband,White,Male,0,0,*,United-States,>50K
*,Private,*,13,*,Transport-moving,Husband,White,Male,0,0,*,United-States,<=50K
