buying;maintenance;doors;persons;luggage_boot;safety;class
vhigh/high;vhigh/high;4;*;big;med;unacc
vhigh/high;vhigh/high;4;*;big;high;unacc
vhigh/high;vhigh/high;4;*;small;low;unacc
vhigh/high;vhigh/high;4;*;small;med;unacc
vhigh/high;vhigh/high;4;*;small;high;unacc
vhigh/high;vhigh/high;4;*;med;low;unacc
vhigh/high;vhigh/high;4;*;med;med;unacc
vhigh/high;vhigh/high;4;*;med;high;unacc
vhigh/high;vhigh/high;4;*;big;low;unacc
vhigh/high;vhigh/high;4;*;big;med;unacc
vhigh/high;vhigh/high;4;*;big;high;unacc
vhigh/high;vhigh/high;4;*;small;low;unacc
vhigh/high;vhigh/high;4;*;small;med;unacc
vhigh/high;vhigh/high;4;*;small;high;unacc
vhigh/high;vhigh/high;4;*;med;low;unacc
vhigh/high;vhigh/high;4;*;med;med;unacc
vhigh/high;vhigh/high;4;*;med;high;unacc
vhigh/high;vhigh/high;4;*;big;low;unacc
vhigh/high;vhigh/high;4;*;big;med;unacc
vhigh/high;vhigh/high;4;*;big;high;unacc
vhigh/high;vhigh/high;5more;*;small;low;unacc
vhigh/high;vhigh/high;5more;*;small;med;unacc
vhigh/high;vhigh/high;5more;*;small;high;unacc
vhigh/high;vhigh/high;5more;*;med;low;unacc
vhigh/high;vhigh/high;5more;*;med;med;unacc
vhigh/high;vhigh/high;5more;*;med;high;unacc
vhigh/high;vhigh/high;5more;*;big;low;unacc
vhigh/high;vhigh/high;5more;*;big;med;unacc
vhigh/high;vhigh/high;5more;*;big;high;unacc
vhigh/high;vhigh/high;5more;*;small;low;unacc
vhigh/high;vhigh/high;5more;*;small;med;unacc
vhigh/high;vhigh/high;5more;*;small;high;unacc
vhigh/high;vhigh/high;5more;*;med;low;unacc
vhigh/high;vhigh/high;5more;*;med;med;unacc
vhigh/high;vhigh/high;5more;*;med;high;unacc
vhigh/high;vhigh/high;5more;*;big;low;unacc
vhigh/high;vhigh/high;5more;*;big;med;unacc
vhigh/high;vhigh/high;5more;*;big;high;unacc
vhigh/high;vhigh/high;5more;*;small;low;unacc
vhigh/high;vhigh/high;5more;*;small;med;unacc
vhigh/high;vhigh/high;5more;*;small;high;unacc
vhigh/high;vhigh/high;5more;*;med;low;unacc
vhigh/high;vhigh/high;5more;*;med;med;unacc
vhigh/high;vhigh/high;5more;*;med;high;unacc
vhigh/high;vhigh/high;5more;*;big;low;unacc
vhigh/high;vhigh/high;5more;*;big;med;unacc
vhigh/high;vhigh/high;5more;*;big;high;unacc
vhigh/high;vhigh/high;2;*;small;low;unacc
vhigh/high;vhigh/high;2;*;small;med;unacc
vhigh/high;vhigh/high;2;*;small;high;unacc
vhigh/high;vhigh/high;2;*;med;low;unacc
vhigh/high;vhigh/high;2;*;med;med;unacc
vhigh/high;vhigh/high;2;*;med;high;unacc
vhigh/high;vhigh/high;2;*;big;low;unacc
vhigh/high;vhigh/high;2;*;big;med;unacc
vhigh/high;vhigh/high;2;*;big;high;unacc
vhigh/high;vhigh/high;2;*;small;low;unacc
vhigh/high;vhigh/high;2;*;small;med;unacc
vhigh/high;vhigh/high;2;*;small;high;unacc
vhigh/high;vhigh/high;2;*;med;low;unacc
vhigh/high;vhigh/high;2;*;med;med;unacc
vhigh/high;vhigh/high;2;*;med;high;unacc
vhigh/high;vhigh/high;2;*;big;low;unacc
vhigh/high;vhigh/high;2;*;big;med;unacc
vhigh/high;vhigh/high;2;*;big;high;unacc
vhigh/high;vhigh/high;2;*;small;low;unacc
vhigh/high;vhigh/high;2;*;small;med;unacc
vhigh/high;vhigh/high;2;*;small;high;unacc
vhigh/high;vhigh/high;2;*;med;low;unacc
vhigh/high;vhigh/high;2;*;med;med;unacc
vhigh/high;vhigh/high;2;*;med;high;unacc
vhigh/high;vhigh/high;2;*;big;low;unacc
vhigh/high;vhigh/high;2;*;big;med;unacc
vhigh/high;vhigh/high;2;*;big;high;unacc
vhigh/high;vhigh/high;3;*;small;low;unacc
vhigh/high;vhigh/high;3;*;small;med;unacc
vhigh/high;vhigh/high;3;*;small;high;unacc
vhigh/high;vhigh/high;3;*;med;low;unacc
vhigh/high;vhigh/high;3;*;med;med;unacc
vhigh/high;vhigh/high;3;*;med;high;unacc
vhigh/high;vhigh/high;3;*;big;low;unacc
vhigh/high;vhigh/high;3;*;big;med;unacc
vhigh/high;vhigh/high;3;*;big;high;unacc
vhigh/high;vhigh/high;3;*;small;low;unacc
vhigh/high;vhigh/high;3;*;small;med;unacc
vhigh/high;vhigh/high;3;*;small;high;unacc
vhigh/high;vhigh/high;3;*;med;low;unacc
vhigh/high;vhigh/high;3;*;med;med;unacc
vhigh/high;vhigh/high;3;*;med;high;unacc
vhigh/high;vhigh/high;3;*;big;low;unacc
vhigh/high;vhigh/high;3;*;big;med;unacc
vhigh/high;vhigh/high;3;*;big;high;unacc
vhigh/high;vhigh/high;3;*;small;low;unacc
vhigh/high;vhigh/high;3;*;small;med;unacc
vhigh/high;vhigh/high;3;*;small;high;unacc
vhigh/high;vhigh/high;3;*;med;low;unacc
vhigh/high;vhigh/high;3;*;med;med;unacc
vhigh/high;vhigh/high;3;*;med;high;unacc
vhigh/high;vhigh/high;3;*;big;low;unacc
vhigh/high;vhigh/high;3;*;big;med;unacc
vhigh/high;vhigh/high;3;*;big;high;unacc
vhigh/high;vhigh/high;4;*;small;low;unacc
vhigh/high;vhigh/high;4;*;small;med;unacc
vhigh/high;vhigh/high;4;*;small;high;unacc
vhigh/high;vhigh/high;4;*;med;low;unacc
vhigh/high;vhigh/high;4;*;med;med;unacc
vhigh/high;vhigh/high;4;*;med;high;unacc
vhigh/high;vhigh/high;4;*;big;low;unacc
vhigh/high;vhigh/high;4;*;big;med;unacc
vhigh/high;vhigh/high;4;*;big;high;unacc
vhigh/high;vhigh/high;4;*;small;low;unacc
vhigh/high;vhigh/high;4;*;small;med;unacc
vhigh/high;vhigh/high;4;*;small;high;unacc
vhigh/high;vhigh/high;4;*;med;low;unacc
vhigh/high;vhigh/high;4;*;med;med;unacc
vhigh/high;vhigh/high;4;*;med;high;unacc
vhigh/high;vhigh/high;4;*;big;low;unacc
vhigh/high;vhigh/high;4;*;big;med;unacc
vhigh/high;vhigh/high;4;*;big;high;unacc
vhigh/high;vhigh/high;4;*;small;low;unacc
vhigh/high;vhigh/high;4;*;small;med;unacc
vhigh/high;vhigh/high;4;*;small;high;unacc
vhigh/high;vhigh/high;4;*;med;low;unacc
vhigh/high;vhigh/high;4;*;med;med;unacc
vhigh/high;vhigh/high;4;*;med;high;unacc
vhigh/high;vhigh/high;4;*;big;low;unacc
vhigh/high;vhigh/high;4;*;big;med;unacc
vhigh/high;vhigh/high;4;*;big;high;unacc
vhigh/high;vhigh/high;5more;*;small;low;unacc
vhigh/high;vhigh/high;5more;*;small;med;unacc
vhigh/high;vhigh/high;5more;*;small;high;unacc
vhigh/high;vhigh/high;5more;*;med;low;unacc
vhigh/high;vhigh/high;5more;*;med;med;unacc
vhigh/high;vhigh/high;5more;*;med;high;unacc
vhigh/high;vhigh/high;5more;*;big;low;unacc
vhigh/high;vhigh/high;5more;*;big;med;unacc
vhigh/high;vhigh/high;5more;*;big;high;unacc
vhigh/high;vhigh/high;5more;*;small;low;unacc
vhigh/high;vhigh/high;5more;*;small;med;unacc
vhigh/high;vhigh/high;5more;*;small;high;unacc
vhigh/high;vhigh/high;5more;*;med;low;unacc
vhigh/high;vhigh/high;5more;*;med;med;unacc
vhigh/high;vhigh/high;5more;*;med;high;unacc
vhigh/high;vhigh/high;5more;*;big;low;unacc
vhigh/high;vhigh/high;5more;*;big;med;unacc
vhigh/high;vhigh/high;5more;*;big;high;unacc
vhigh/high;vhigh/high;5more;*;small;low;unacc
vhigh/high;vhigh/high;5more;*;small;med;unacc
vhigh/high;vhigh/high;5more;*;small;high;unacc
vhigh/high;vhigh/high;5more;*;med;low;unacc
vhigh/high;vhigh/high;5more;*;med;med;unacc
vhigh/high;vhigh/high;5more;*;med;high;unacc
vhigh/high;vhigh/high;5more;*;big;low;unacc
vhigh/high;vhigh/high;5more;*;big;med;unacc
vhigh/high;vhigh/high;5more;*;big;high;unacc
vhigh/high;low/med;2;*;small;low;unacc
vhigh/high;low/med;2;*;small;med;unacc
vhigh/high;low/med;2;*;small;high;unacc
vhigh/high;low/med;2;*;med;low;unacc
vhigh/high;low/med;2;*;med;med;unacc
vhigh/high;low/med;2;*;med;high;unacc
vhigh/high;low/med;2;*;big;low;unacc
vhigh/high;low/med;2;*;big;med;unacc
vhigh/high;low/med;2;*;big;high;unacc
vhigh/high;low/med;2;*;small;low;unacc
vhigh/high;low/med;2;*;small;med;unacc
vhigh/high;low/med;2;*;small;high;acc
vhigh/high;low/med;2;*;med;low;unacc
vhigh/high;low/med;2;*;med;med;unacc
vhigh/high;low/med;2;*;med;high;acc
vhigh/high;low/med;2;*;big;low;unacc
vhigh/high;low/med;2;*;big;med;acc
vhigh/high;low/med;2;*;big;high;acc
vhigh/high;low/med;2;*;small;low;unacc
vhigh/high;low/med;2;*;small;med;unacc
vhigh/high;low/med;2;*;small;high;unacc
vhigh/high;low/med;2;*;med;low;unacc
vhigh/high;low/med;2;*;med;med;unacc
vhigh/high;low/med;2;*;med;high;acc
vhigh/high;low/med;2;*;big;low;unacc
vhigh/high;low/med;2;*;big;med;acc
vhigh/high;low/med;2;*;big;high;acc
vhigh/high;low/med;3;*;small;low;unacc
vhigh/high;low/med;3;*;small;med;unacc
vhigh/high;low/med;3;*;small;high;unacc
vhigh/high;low/med;3;*;med;low;unacc
vhigh/high;low/med;3;*;med;med;unacc
vhigh/high;low/med;3;*;med;high;unacc
vhigh/high;low/med;3;*;big;low;unacc
vhigh/high;low/med;3;*;big;med;unacc
vhigh/high;low/med;3;*;big;high;unacc
vhigh/high;low/med;3;*;small;low;unacc
vhigh/high;low/med;3;*;small;med;unacc
vhigh/high;low/med;3;*;small;high;acc
vhigh/high;low/med;3;*;med;low;unacc
vhigh/high;low/med;3;*;med;med;unacc
vhigh/high;low/med;3;*;med;high;acc
vhigh/high;low/med;3;*;big;low;unacc
vhigh/high;low/med;3;*;big;med;acc
vhigh/high;low/med;3;*;big;high;acc
vhigh/high;low/med;3;*;small;low;unacc
vhigh/high;low/med;3;*;small;med;unacc
vhigh/high;low/med;3;*;small;high;acc
vhigh/high;low/med;3;*;med;low;unacc
vhigh/high;low/med;3;*;med;high;acc
vhigh/high;low/med;3;*;big;low;unacc
vhigh/high;low/med;3;*;big;med;acc
vhigh/high;low/med;3;*;big;high;acc
vhigh/high;low/med;4;*;small;low;unacc
vhigh/high;low/med;4;*;small;med;unacc
vhigh/high;low/med;4;*;small;high;unacc
vhigh/high;low/med;4;*;med;low;unacc
vhigh/high;low/med;4;*;med;med;unacc
vhigh/high;low/med;4;*;med;high;unacc
vhigh/high;low/med;4;*;big;low;unacc
vhigh/high;low/med;4;*;big;med;unacc
vhigh/high;low/med;4;*;big;high;unacc
vhigh/high;low/med;4;*;small;low;unacc
vhigh/high;low/med;4;*;small;med;unacc
vhigh/high;low/med;4;*;small;high;acc
vhigh/high;low/med;4;*;med;low;unacc
vhigh/high;low/med;4;*;med;med;acc
vhigh/high;low/med;4;*;med;high;acc
vhigh/high;low/med;4;*;big;low;unacc
vhigh/high;low/med;4;*;big;med;acc
vhigh/high;low/med;4;*;big;high;acc
vhigh/high;low/med;4;*;small;low;unacc
vhigh/high;low/med;4;*;small;med;unacc
vhigh/high;low/med;4;*;small;high;acc
vhigh/high;low/med;4;*;med;low;unacc
vhigh/high;low/med;4;*;med;med;acc
vhigh/high;low/med;4;*;med;high;acc
vhigh/high;low/med;4;*;big;low;unacc
vhigh/high;low/med;4;*;big;med;acc
vhigh/high;low/med;4;*;big;high;acc
vhigh/high;low/med;5more;*;small;low;unacc
vhigh/high;low/med;5more;*;small;med;unacc
vhigh/high;low/med;5more;*;small;high;unacc
vhigh/high;low/med;5more;*;med;low;unacc
vhigh/high;low/med;5more;*;med;med;unacc
vhigh/high;low/med;5more;*;med;high;unacc
vhigh/high;low/med;5more;*;big;low;unacc
vhigh/high;low/med;5more;*;big;med;unacc
vhigh/high;low/med;5more;*;big;high;unacc
vhigh/high;low/med;5more;*;small;low;unacc
vhigh/high;low/med;5more;*;small;med;unacc
vhigh/high;low/med;5more;*;small;high;acc
vhigh/high;low/med;5more;*;med;low;unacc
vhigh/high;low/med;5more;*;med;med;acc
vhigh/high;low/med;5more;*;med;high;acc
vhigh/high;low/med;5more;*;big;low;unacc
vhigh/high;low/med;5more;*;big;med;acc
vhigh/high;low/med;5more;*;big;high;acc
vhigh/high;low/med;5more;*;small;low;unacc
vhigh/high;low/med;5more;*;small;med;unacc
vhigh/high;low/med;5more;*;small;high;acc
vhigh/high;low/med;5more;*;med;low;unacc
vhigh/high;low/med;5more;*;med;med;acc
vhigh/high;low/med;5more;*;med;high;acc
vhigh/high;low/med;5more;*;big;low;unacc
vhigh/high;low/med;5more;*;big;med;acc
vhigh/high;low/med;5more;*;big;high;acc
vhigh/high;low/med;2;*;small;low;unacc
vhigh/high;low/med;2;*;small;med;unacc
vhigh/high;low/med;2;*;small;high;unacc
vhigh/high;low/med;2;*;med;low;unacc
vhigh/high;low/med;2;*;med;med;unacc
vhigh/high;low/med;2;*;med;high;unacc
vhigh/high;low/med;2;*;big;low;unacc
vhigh/high;low/med;2;*;big;med;unacc
vhigh/high;low/med;2;*;big;high;unacc
vhigh/high;low/med;2;*;small;low;unacc
vhigh/high;low/med;2;*;small;med;unacc
vhigh/high;low/med;2;*;small;high;acc
vhigh/high;low/med;2;*;med;low;unacc
vhigh/high;low/med;2;*;med;med;unacc
vhigh/high;low/med;2;*;med;high;acc
vhigh/high;low/med;2;*;big;low;unacc
vhigh/high;low/med;2;*;big;med;acc
vhigh/high;low/med;2;*;big;high;acc
vhigh/high;low/med;2;*;small;low;unacc
vhigh/high;low/med;2;*;small;med;unacc
vhigh/high;low/med;2;*;small;high;unacc
vhigh/high;low/med;2;*;med;low;unacc
vhigh/high;low/med;2;*;med;med;unacc
vhigh/high;low/med;2;*;med;high;acc
vhigh/high;low/med;2;*;big;low;unacc
vhigh/high;low/med;2;*;big;med;acc
vhigh/high;low/med;2;*;big;high;acc
vhigh/high;low/med;3;*;small;low;unacc
vhigh/high;low/med;3;*;small;med;unacc
vhigh/high;low/med;3;*;small;high;unacc
vhigh/high;low/med;3;*;med;low;unacc
vhigh/high;low/med;3;*;med;med;unacc
vhigh/high;low/med;3;*;med;high;unacc
vhigh/high;low/med;3;*;big;low;unacc
vhigh/high;low/med;3;*;big;med;unacc
vhigh/high;low/med;3;*;big;high;unacc
vhigh/high;low/med;3;*;small;low;unacc
vhigh/high;low/med;3;*;small;med;unacc
vhigh/high;low/med;3;*;small;high;acc
vhigh/high;low/med;3;*;med;low;unacc
vhigh/high;low/med;3;*;med;med;unacc
vhigh/high;low/med;3;*;med;high;acc
vhigh/high;low/med;3;*;big;low;unacc
vhigh/high;low/med;3;*;big;med;acc
vhigh/high;low/med;3;*;big;high;acc
vhigh/high;low/med;3;*;small;low;unacc
vhigh/high;low/med;3;*;small;med;unacc
vhigh/high;low/med;3;*;small;high;acc
vhigh/high;low/med;3;*;med;low;unacc
vhigh/high;low/med;3;*;med;med;acc
vhigh/high;low/med;3;*;med;high;acc
vhigh/high;low/med;3;*;big;low;unacc
vhigh/high;low/med;3;*;big;med;acc
vhigh/high;low/med;3;*;big;high;acc
vhigh/high;low/med;4;*;small;low;unacc
vhigh/high;low/med;4;*;small;med;unacc
vhigh/high;low/med;4;*;small;high;unacc
vhigh/high;low/med;4;*;med;low;unacc
vhigh/high;low/med;4;*;med;med;unacc
vhigh/high;low/med;4;*;med;high;unacc
vhigh/high;low/med;4;*;big;low;unacc
vhigh/high;low/med;4;*;big;med;unacc
vhigh/high;low/med;4;*;big;high;unacc
vhigh/high;low/med;4;*;small;low;unacc
vhigh/high;low/med;4;*;small;med;unacc
vhigh/high;low/med;4;*;small;high;acc
vhigh/high;low/med;4;*;med;low;unacc
vhigh/high;low/med;4;*;med;med;acc
vhigh/high;low/med;4;*;med;high;acc
vhigh/high;low/med;4;*;big;low;unacc
vhigh/high;low/med;4;*;big;med;acc
vhigh/high;low/med;4;*;big;high;acc
vhigh/high;low/med;4;*;small;low;unacc
vhigh/high;low/med;4;*;small;med;unacc
vhigh/high;low/med;4;*;small;high;acc
vhigh/high;low/med;4;*;med;low;unacc
vhigh/high;low/med;4;*;med;med;acc
vhigh/high;low/med;4;*;med;high;acc
vhigh/high;low/med;4;*;big;low;unacc
vhigh/high;low/med;4;*;big;med;acc
vhigh/high;low/med;4;*;big;high;acc
vhigh/high;low/med;5more;*;small;low;unacc
vhigh/high;low/med;5more;*;small;med;unacc
vhigh/high;low/med;5more;*;small;high;unacc
vhigh/high;low/med;5more;*;med;low;unacc
vhigh/high;low/med;5more;*;med;med;unacc
vhigh/high;low/med;5more;*;med;high;unacc
vhigh/high;low/med;5more;*;big;low;unacc
vhigh/high;low/med;5more;*;big;med;unacc
vhigh/high;low/med;5more;*;big;high;unacc
vhigh/high;low/med;5more;*;small;low;unacc
vhigh/high;low/med;5more;*;small;med;unacc
vhigh/high;low/med;5more;*;small;high;acc
vhigh/high;low/med;5more;*;med;low;unacc
vhigh/high;low/med;5more;*;med;med;acc
vhigh/high;low/med;5more;*;med;high;acc
vhigh/high;low/med;5more;*;big;low;unacc
vhigh/high;low/med;5more;*;big;med;acc
vhigh/high;low/med;5more;*;big;high;acc
vhigh/high;low/med;5more;*;small;low;unacc
vhigh/high;low/med;5more;*;small;med;unacc
vhigh/high;low/med;5more;*;small;high;acc
vhigh/high;low/med;5more;*;med;low;unacc
vhigh/high;low/med;5more;*;med;med;acc
vhigh/high;low/med;5more;*;med;high;acc
vhigh/high;low/med;5more;*;big;low;unacc
vhigh/high;low/med;5more;*;big;med;acc
vhigh/high;low/med;5more;*;big;high;acc
vhigh/high;vhigh/high;2;*;small;low;unacc
vhigh/high;vhigh/high;2;*;small;med;unacc
vhigh/high;vhigh/high;2;*;small;high;unacc
vhigh/high;vhigh/high;2;*;med;low;unacc
vhigh/high;vhigh/high;2;*;med;med;unacc
vhigh/high;vhigh/high;2;*;med;high;unacc
vhigh/high;vhigh/high;2;*;big;low;unacc
vhigh/high;vhigh/high;2;*;big;med;unacc
vhigh/high;vhigh/high;2;*;big;high;unacc
vhigh/high;vhigh/high;2;*;small;low;unacc
vhigh/high;vhigh/high;2;*;small;med;unacc
vhigh/high;vhigh/high;2;*;small;high;unacc
vhigh/high;vhigh/high;2;*;med;low;unacc
vhigh/high;vhigh/high;2;*;med;med;unacc
vhigh/high;vhigh/high;2;*;med;high;unacc
vhigh/high;vhigh/high;2;*;big;low;unacc
vhigh/high;vhigh/high;2;*;big;med;unacc
vhigh/high;vhigh/high;2;*;big;high;unacc
vhigh/high;vhigh/high;2;*;small;low;unacc
vhigh/high;vhigh/high;2;*;small;med;unacc
vhigh/high;vhigh/high;2;*;small;high;unacc
vhigh/high;vhigh/high;2;*;med;low;unacc
vhigh/high;vhigh/high;2;*;med;med;unacc
vhigh/high;vhigh/high;2;*;med;high;unacc
vhigh/high;vhigh/high;2;*;big;low;unacc
vhigh/high;vhigh/high;2;*;big;med;unacc
vhigh/high;vhigh/high;2;*;big;high;unacc
vhigh/high;vhigh/high;3;*;small;low;unacc
vhigh/high;vhigh/high;3;*;small;med;unacc
vhigh/high;vhigh/high;3;*;small;high;unacc
vhigh/high;vhigh/high;3;*;med;low;unacc
vhigh/high;vhigh/high;3;*;med;med;unacc
vhigh/high;vhigh/high;3;*;med;high;unacc
vhigh/high;vhigh/high;3;*;big;low;unacc
vhigh/high;vhigh/high;3;*;big;med;unacc
vhigh/high;vhigh/high;3;*;big;high;unacc
vhigh/high;vhigh/high;3;*;small;low;unacc
vhigh/high;vhigh/high;3;*;small;med;unacc
vhigh/high;vhigh/high;3;*;small;high;unacc
vhigh/high;vhigh/high;3;*;med;low;unacc
vhigh/high;vhigh/high;3;*;med;med;unacc
vhigh/high;vhigh/high;3;*;med;high;unacc
vhigh/high;vhigh/high;3;*;big;low;unacc
vhigh/high;vhigh/high;3;*;big;med;unacc
vhigh/high;vhigh/high;3;*;big;high;unacc
vhigh/high;vhigh/high;3;*;small;low;unacc
vhigh/high;vhigh/high;3;*;small;med;unacc
vhigh/high;vhigh/high;3;*;small;high;unacc
vhigh/high;vhigh/high;3;*;med;low;unacc
vhigh/high;vhigh/high;3;*;med;med;unacc
vhigh/high;vhigh/high;3;*;med;high;unacc
vhigh/high;vhigh/high;3;*;big;low;unacc
vhigh/high;vhigh/high;3;*;big;med;unacc
vhigh/high;vhigh/high;3;*;big;high;unacc
vhigh/high;vhigh/high;4;*;small;low;unacc
vhigh/high;vhigh/high;4;*;small;med;unacc
vhigh/high;vhigh/high;4;*;small;high;unacc
vhigh/high;vhigh/high;4;*;med;low;unacc
vhigh/high;vhigh/high;4;*;med;med;unacc
vhigh/high;vhigh/high;4;*;med;high;unacc
vhigh/high;vhigh/high;4;*;big;low;unacc
vhigh/high;vhigh/high;4;*;big;med;unacc
vhigh/high;vhigh/high;4;*;big;high;unacc
vhigh/high;vhigh/high;4;*;small;low;unacc
vhigh/high;vhigh/high;4;*;small;med;unacc
vhigh/high;vhigh/high;4;*;small;high;unacc
vhigh/high;vhigh/high;4;*;med;low;unacc
vhigh/high;vhigh/high;4;*;med;med;unacc
vhigh/high;vhigh/high;4;*;med;high;unacc
vhigh/high;vhigh/high;4;*;big;low;unacc
vhigh/high;vhigh/high;4;*;big;med;unacc
vhigh/high;vhigh/high;4;*;big;high;unacc
vhigh/high;vhigh/high;4;*;small;low;unacc
vhigh/high;vhigh/high;4;*;small;med;unacc
vhigh/high;vhigh/high;4;*;small;high;unacc
vhigh/high;vhigh/high;4;*;med;low;unacc
vhigh/high;vhigh/high;4;*;med;med;unacc
vhigh/high;vhigh/high;4;*;med;high;unacc
vhigh/high;vhigh/high;4;*;big;low;unacc
vhigh/high;vhigh/high;4;*;big;med;unacc
vhigh/high;vhigh/high;4;*;big;high;unacc
vhigh/high;vhigh/high;5more;*;small;low;unacc
vhigh/high;vhigh/high;5more;*;small;med;unacc
vhigh/high;vhigh/high;5more;*;small;high;unacc
vhigh/high;vhigh/high;5more;*;med;low;unacc
vhigh/high;vhigh/high;5more;*;med;med;unacc
vhigh/high;vhigh/high;5more;*;med;high;unacc
vhigh/high;vhigh/high;5more;*;big;low;unacc
vhigh/high;vhigh/high;5more;*;big;med;unacc
vhigh/high;vhigh/high;5more;*;big;high;unacc
vhigh/high;vhigh/high;5more;*;small;low;unacc
vhigh/high;vhigh/high;5more;*;small;med;unacc
vhigh/high;vhigh/high;5more;*;small;high;unacc
vhigh/high;vhigh/high;5more;*;med;low;unacc
vhigh/high;vhigh/high;5more;*;med;med;unacc
vhigh/high;vhigh/high;5more;*;med;high;unacc
vhigh/high;vhigh/high;5more;*;big;low;unacc
vhigh/high;vhigh/high;5more;*;big;med;unacc
vhigh/high;vhigh/high;5more;*;big;high;unacc
vhigh/high;vhigh/high;5more;*;small;low;unacc
vhigh/high;vhigh/high;5more;*;small;med;unacc
vhigh/high;vhigh/high;5more;*;small;high;unacc
vhigh/high;vhigh/high;5more;*;med;low;unacc
vhigh/high;vhigh/high;5more;*;med;med;unacc
vhigh/high;vhigh/high;5more;*;med;high;unacc
vhigh/high;vhigh/high;5more;*;big;low;unacc
vhigh/high;vhigh/high;5more;*;big;med;unacc
vhigh/high;vhigh/high;5more;*;big;high;unacc
vhigh/high;vhigh/high;2;*;small;low;unacc
vhigh/high;vhigh/high;2;*;small;med;unacc
vhigh/high;vhigh/high;2;*;small;high;unacc
vhigh/high;vhigh/high;2;*;med;low;unacc
vhigh/high;vhigh/high;2;*;med;med;unacc
vhigh/high;vhigh/high;2;*;med;high;unacc
vhigh/high;vhigh/high;2;*;big;low;unacc
vhigh/high;vhigh/high;2;*;big;med;unacc
vhigh/high;vhigh/high;2;*;big;high;unacc
vhigh/high;vhigh/high;2;*;small;low;unacc
vhigh/high;vhigh/high;2;*;small;med;unacc
vhigh/high;vhigh/high;2;*;small;high;acc
vhigh/high;vhigh/high;2;*;med;low;unacc
vhigh/high;vhigh/high;2;*;med;med;unacc
vhigh/high;vhigh/high;2;*;med;high;acc
vhigh/high;vhigh/high;2;*;big;low;unacc
vhigh/high;vhigh/high;2;*;big;med;acc
